Entry	Entry name	Status	Protein names	Gene names	Organism	Length
O25815	O25815_HELPY	unreviewed	LPS-assembly protein LptD	lptD HP_1216	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	660
O26021	O26021_HELPY	unreviewed	Conserved hypothetical integral membrane protein	HP_1487	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	365
O25367	O25367_HELPY	unreviewed	O-phosphoserine phosphohydrolase (EC 3.1.3.3) (Phosphoserine phosphatase)	HP_0652	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	207
O24879	O24879_HELPY	unreviewed	VirB8 domain-containing protein	HP_0038	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	245
O25697	O25697_HELPY	unreviewed	Uncharacterized protein	HP_1057	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	240
O25374	O25374_HELPY	unreviewed	Uncharacterized protein	HP_0660	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	338
O25885	O25885_HELPY	unreviewed	Uncharacterized protein	HP_1327	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	412
O25647	O25647_HELPY	unreviewed	Uncharacterized protein	HP_1001	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	94
O25545	O25545_HELPY	unreviewed	Uncharacterized protein	HP_0878	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	57
O25232	O25232_HELPY	unreviewed	Uncharacterized protein	HP_0489	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	295
O24916	O24916_HELPY	unreviewed	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	HP_0090	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	309
O25920	O25920_HELPY	unreviewed	Methyltransferase (EC 2.1.1.-)	HP_1367	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	260
O25941	O25941_HELPY	unreviewed	Uncharacterized protein	HP_1391	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	98
O25265	O25265_HELPY	unreviewed	Cag pathogenicity island protein (Cag10)	HP_0530	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	252
O25035	O25035_HELPY	unreviewed	Uncharacterized protein	HP_0253	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	38
O25615	O25615_HELPY	unreviewed	Acyl carrier protein (ACP)	acpP HP_0962	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	153
O25675	O25675_HELPY	unreviewed	Flagellar motor switch protein FliM	HP_1031	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	354
O25772	O25772_HELPY	unreviewed	Outer membrane protein (Omp26)	HP_1157	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	1230
O25745	O25745_HELPY	unreviewed	Uncharacterized protein	HP_1120	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	144
O24932	O24932_HELPY	unreviewed	Uncharacterized protein	HP_0108	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	186
O26105	O26105_HELPY	unreviewed	Uncharacterized protein	HP_1586	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	112
O25789	O25789_HELPY	unreviewed	Conserved hypothetical integral membrane protein	HP_1175	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	435
O25211	O25211_HELPY	unreviewed	Type I site-specific deoxyribonuclease (EC 3.1.21.3)	HP_0464	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	1055
O25855	O25855_HELPY	unreviewed	Uncharacterized protein	HP_1265	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	328
O26012	O26012_HELPY	unreviewed	Flagella basal body P-ring formation protein FlgA	HP_1477	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	218
O25794	O25794_HELPY	unreviewed	ATP_bind_3 domain-containing protein	HP_1182	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	253
O25791	O25791_HELPY	unreviewed	Outer membrane protein (Omp27)	HP_1177	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	641
O24986	O24986_HELPY	unreviewed	DUF1524 domain-containing protein	HP_0186	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	404
O25370	O25370_HELPY	unreviewed	Cyclic dehypoxanthine futalosine synthase (Cyclic DHFL synthase) (EC 1.21.98.1) (Dehypoxanthine futalosine cyclase) (DHFL cyclase) (Menaquinone biosynthetic enzyme MqnC)	mqnC HP_0656	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	383
O25269	O25269_HELPY	unreviewed	Cag pathogenicity island protein (Cag15)	HP_0536	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	114
O25090	O25090_HELPY	unreviewed	Membrane bound endonuclease (Nuc)	HP_0323	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	180
O25980	O25980_HELPY	unreviewed	Uncharacterized protein	HP_1439	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	81
O25752	O25752_HELPY	unreviewed	Uncharacterized protein	HP_1127	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	193
O24974	O24974_HELPY	unreviewed	Uncharacterized protein	HP_0167	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	157
O26072	O26072_HELPY	unreviewed	Conserved hypothetical integral membrane protein	HP_1548	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	112
O25200	O25200_HELPY	unreviewed	DUF2357 domain-containing protein	HP_0453	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	1021
O25669	O25669_HELPY	unreviewed	Putative heat shock protein (HspR)	HP_1025	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	123
O25314	O25314_HELPY	unreviewed	Type III restriction enzyme R protein (Res)	HP_0592	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	1001
O25187	O25187_HELPY	unreviewed	VirB8 domain-containing protein	HP_0439	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	366
O24963	O24963_HELPY	unreviewed	1,4-dihydroxy-6-naphtoate synthase (EC 4.1.-.-) (Menaquinone biosynthetic enzyme MqnD)	mqnD HP_0152	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	287
O25990	O25990_HELPY	unreviewed	Jag_N domain-containing protein	HP_1451	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	264
O25840	O25840_HELPY	unreviewed	Outer membrane protein (Omp28)	HP_1243	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	733
O25704	O25704_HELPY	unreviewed	Uncharacterized protein	HP_1064	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	93
O25275	O25275_HELPY	unreviewed	Cag pathogenicity island protein (Cag21)	HP_0542	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	142
O25915	O25915_HELPY	unreviewed	Competence locus E (ComE3)	HP_1361	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	417
O25175	O25175_HELPY	unreviewed	Type 1 capsular polysaccharide biosynthesis protein J (CapJ)	HP_0421	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	389
O25257	O25257_HELPY	unreviewed	Cag pathogenicity island protein (Cag1)	HP_0520	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	115
O25456	O25456_HELPY	unreviewed	Uncharacterized protein	HP_0761	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	200
O25387	O25387_HELPY	unreviewed	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase)	HP_0676	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	168
O25487	O25487_HELPY	unreviewed	Iron(III) dicitrate transport protein (FecA)	HP_0807	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	787
O25922	O25922_HELPY	unreviewed	Methyltransferase (EC 2.1.1.-)	HP_1370	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	288
O25952	O25952_HELPY	unreviewed	Type I restriction enzyme R Protein (EC 3.1.21.3)	HP_1402	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	993
O25134	O25134_HELPY	unreviewed	Biotin carboxylase (EC 6.3.4.14) (EC 6.4.1.2)	HP_0370	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	458
O25480	O25480_HELPY	unreviewed	Sigma-54 interacting protein	HP_0792	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	506
O25435	O25435_HELPY	unreviewed	Xanthine guanine phosphoribosyl transferase (Gpt)	HP_0735	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	153
O25682	O25682_HELPY	unreviewed	Uncharacterized protein	HP_1039	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	429
O25361	O25361_HELPY	unreviewed	Conserved hypothetical integral membrane protein	HP_0644	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	97
O25726	O25726_HELPY	unreviewed	Uncharacterized protein	HP_1094	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	118
O25020	O25020_HELPY	unreviewed	Conserved hypothetical integral membrane protein	HP_0234	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	176
O24901	O24901_HELPY	unreviewed	Uncharacterized protein	HP_0061	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	189
O25462	O25462_HELPY	unreviewed	Uncharacterized protein	HP_0767	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	24
O24877	O24877_HELPY	unreviewed	PDZ domain-containing protein	HP_0036	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	334
O24881	O24881_HELPY	unreviewed	Uncharacterized protein	HP_0040	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	247
O25287	O25287_HELPY	unreviewed	Uncharacterized protein	HP_0563	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	416
O25939	O25939_HELPY	unreviewed	Uncharacterized protein	HP_1389	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	60
O24965	O24965_HELPY	unreviewed	AMIN domain-containing protein	HP_0156	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	200
O25590	O25590_HELPY	unreviewed	Proline/betaine transporter (ProP)	HP_0936	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	389
O25666	O25666_HELPY	unreviewed	53EXOc domain-containing protein	HP_1022	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	278
O26003	O26003_HELPY	unreviewed	Uncharacterized protein	HP_1467	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	231
O25798	O25798_HELPY	unreviewed	Carbonic anhydrase	HP_1186	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	202
O25923	O25923_HELPY	unreviewed	Type III restriction enzyme R protein	HP_1371	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	968
O25670	O25670_HELPY	unreviewed	Replication-associated recombination protein A	HP_1026	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	391
O25777	O25777_HELPY	unreviewed	Conserved hypothetical integral membrane protein	HP_1162	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	204
O24892	O24892_HELPY	unreviewed	Cytosine-specific methyltransferase (EC 2.1.1.37)	HP_0051	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	355
O25694	O25694_HELPY	unreviewed	Uncharacterized protein	HP_1054	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	422
O25248	O25248_HELPY	unreviewed	Nudix hydrolase domain-containing protein	HP_0507	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	212
O25031	O25031_HELPY	unreviewed	Uncharacterized protein	HP_0249	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	179
O25822	O25822_HELPY	unreviewed	Uroporphyrinogen-III synthase (EC 4.2.1.75)	HP_1224	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	226
O26095	O26095_HELPY	unreviewed	ABC transporter, putative	HP_1575	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	90
O25554	O25554_HELPY	unreviewed	Uncharacterized protein	HP_0894	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	88
O25003	O25003_HELPY	unreviewed	Sodium-dependent transporter (HuNaDC-1)	HP_0214	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	552
O26040	O26040_HELPY	unreviewed	FolB domain-containing protein	HP_1510	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	117
O25415	O25415_HELPY	unreviewed	HD domain-containing protein	HP_0711	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	406
O25586	O25586_HELPY	unreviewed	Uncharacterized protein	HP_0932	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	100
O25636	O25636_HELPY	unreviewed	Uncharacterized protein	HP_0986	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	237
O25319	O25319_HELPY	unreviewed	Peptidoglycan glycosyltransferase (EC 2.4.1.129)	HP_0597	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	659
O26045	O26045_HELPY	unreviewed	Uncharacterized protein	HP_1516	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	179
O25333	O25333_HELPY	unreviewed	Uncharacterized protein	HP_0612	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	79
O25949	O25949_HELPY	unreviewed	Arginase (EC 3.5.3.1)	HP_1399	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	322
O25163	O25163_HELPY	unreviewed	Biotin sulfoxide reductase (BisC)	HP_0407	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	796
O26094	O26094_HELPY	unreviewed	Riboflavin synthase alpha subunit (RibC)	HP_1574	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	206
O25394	O25394_HELPY	unreviewed	Flagellar biosynthetic protein FliP	HP_0685	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	153
O25040	O25040_HELPY	unreviewed	Site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72)	HP_0260	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	384
O25100	O25100_HELPY	unreviewed	DNA processing chain A (DprA)	HP_0333	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	270
O24967	O24967_HELPY	unreviewed	Lipopolysaccharide 1,2-glucosyltransferase (RfaJ)	HP_0159	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	372
O26056	O26056_HELPY	unreviewed	Uncharacterized protein	HP_1528	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	25
O25800	O25800_HELPY	unreviewed	Uncharacterized protein	HP_1188	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	269
O25485	O25485_HELPY	unreviewed	Lipooligosaccharide 5G8 epitope biosynthesis-associated protein (Lex2B)	HP_0805	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	284
O25202	O25202_HELPY	unreviewed	Uncharacterized protein	HP_0455	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	103
O24928	O24928_HELPY	unreviewed	Glyco_trans_2-like domain-containing protein	HP_0102	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	259
O25064	O25064_HELPY	unreviewed	Chorismate mutase (EC 5.4.99.5)	HP_0291	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	96
O25934	O25934_HELPY	unreviewed	Restriction modification system S subunit	HP_1383	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	160
O25197	O25197_HELPY	unreviewed	Uncharacterized protein	HP_0449	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	472
O25256	O25256_HELPY	unreviewed	Beta-lactamase (EC 3.5.2.6)	HP_0519	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	276
O25947	O25947_HELPY	unreviewed	DUF262 domain-containing protein	HP_1397	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	271
O26005	O26005_HELPY	unreviewed	Outer membrane protein (Omp31)	HP_1469	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	248
O25437	O25437_HELPY	unreviewed	Phosphatidylglycerophosphatase A (EC 3.1.3.27) (Phosphatidylglycerolphosphate phosphatase A)	HP_0737	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	158
O25250	O25250_HELPY	unreviewed	Glycolate oxidase subunit (GlcD)	HP_0509	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	459
O24950	O24950_HELPY	unreviewed	Conserved hypothetical iron-sulfur protein	HP_0138	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	481
O25786	O25786_HELPY	unreviewed	Glutamine ABC transporter, periplasmic glutamine-binding protein (GlnH)	HP_1172	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	277
O25490	O25490_HELPY	unreviewed	Uncharacterized protein	HP_0810	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	200
O25176	O25176_HELPY	unreviewed	Arginine decarboxylase (EC 4.1.1.19)	HP_0422	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	615
O25210	O25210_HELPY	unreviewed	Site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72)	HP_0463	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	487
O25904	O25904_HELPY	unreviewed	Uncharacterized protein	HP_1349	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	387
O25357	O25357_HELPY	unreviewed	Poly(A) polymerase (PapS)	HP_0640	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	402
O25433	O25433_HELPY	unreviewed	G domain-containing protein	HP_0733	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	521
O25778	O25778_HELPY	unreviewed	Uncharacterized protein	HP_1163	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	63
O25958	O25958_HELPY	unreviewed	Uncharacterized protein	HP_1410	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	394
O25652	O25652_HELPY	unreviewed	Conjugal transfer protein (TraG)	HP_1006	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	177
O24880	O24880_HELPY	unreviewed	Uncharacterized protein	HP_0039	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	90
O24942	O24942_HELPY	unreviewed	Uncharacterized protein	HP_0128	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	41
O24904	O24904_HELPY	unreviewed	SMI1_KNR4 domain-containing protein	HP_0064	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	139
O25747	O25747_HELPY	unreviewed	FlgM domain-containing protein	HP_1122	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	76
O25876	O25876_HELPY	unreviewed	Uncharacterized protein	HP_1289	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	161
O24987	O24987_HELPY	unreviewed	DUF262 domain-containing protein	HP_0187	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	95
O25863	O25863_HELPY	unreviewed	NADH-quinone oxidoreductase subunit N (EC 7.1.1.-) (NADH dehydrogenase I subunit N) (NDH-1 subunit N)	nuoN HP_1273	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	490
O25196	O25196_HELPY	unreviewed	Uncharacterized protein	HP_0448	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	128
O25271	O25271_HELPY	unreviewed	Cag pathogenicity island protein (Cag17)	HP_0538	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	306
