85962.HP1102	O25730
85962.HP0051	O24892
85962.HP0796	O25481
85962.HP1510	O26040
85962.HP0236	O25022
85962.HP0631	O25348
85962.HP0382	O25144
85962.HP0446	O25194
85962.HP0995	O25643
85962.HP1575	O26095
85962.HP0749	O25445
85962.HP0432	O25182
85962.HP0509	O25250
85962.HP0421	O25175
85962.HP0308	O25078
85962.HP1366	O25919
85962.HP0249	O25031
85962.HP1409	K4NTK9
85962.HP1028	O25672
85962.HP0218	O25006
85962.HP0305	O25076
85962.HP0595	O25317
85962.HP0876	O25543
85962.HP1404	O25954
85962.HP0893	O25553
85962.HP0133	O24946
85962.HP0407	O25163
85962.HP1327	O25885
85962.HP0715	O25417
85962.HP1535	O34754
85962.HP0485	O25229
85962.HP0498	O25240
85962.HP0896	O25556
85962.HP0044	O24885
85962.HP0300	O25071
85962.HP0645	O25362
85962.HP0880	O25547
85962.HP1032	O25676
85962.HP0817	O25495
85962.HP1169	O25783
85962.HP1243	O25840
85962.HP1545	O26070
85962.HP0569	O25293
85962.HP1517	O26046
85962.HP0596	O25318
85962.HP0718	O25420
85962.HP1508	O26038
85962.HP0612	O25333
85962.HP1570	O26090
85962.HP0729	O25429
85962.HP0916	O25574
85962.HP1164	O25779
85962.HP0721	O25423
85962.HP1473	O26008
85962.HP1328	O25886
85962.HP0864	O25535
85962.HP1031	O25675
85962.HP0090	O24916
85962.HP1235	O25833
85962.HP0145	O24956
85962.HP1092	O25724
85962.HP0094	O24920
85962.HP1585	O26104
85962.HP0597	O25319
85962.HP0101	O24927
85962.HP1546	O26071
85962.HP0209	O25000
85962.HP0252	O25034
85962.HP0810	O25490
85962.HP0460	O25207
85962.HP1269	O25859
85962.HP0868	O25538
85962.HP1512	O26042
85962.HP0260	O25040
85962.HP0771	O25463
85962.HP1411	O34461
85962.HP0884	O25550
85962.HP1409	O34810
85962.HP0556	O25282
85962.HP1083	O25715
85962.HP1173	O25787
85962.HP1284	O25871
85962.HP0477	O25222
85962.HP0233	O25019
85962.HP1276	O25866
85962.HP0952	O25606
85962.HP0537	O25270
85962.HP0814	O25494
85962.HP1039	O25682
85962.HP1477	O26012
85962.HP1543	O26068
85962.HP1590	O26108
85962.HP0129	O24943
85962.HP0286	O25060
85962.HP1236	O25834
85962.HP1390	O25940
85962.HP1334	O25892
85962.HP0750	O25446
85962.HP1486	O26020
85962.HP0741	O25440
85962.HP0322	O25089
85962.HP0463	O25210
85962.HP0632	O25349
85962.HP0739	O25438
85962.HP1558	O26080
85962.HP0050	O24891
85962.HP0250	O25032
85962.HP1135	O25756
85962.HP0416	O25171
85962.HP0703	O25408
85962.HP0856	O25527
85962.HP0468	O25214
85962.HP1548	O26072
85962.HP1000	O25646
85962.HP1119	O25744
85962.HP1540	O26065
85962.HP0929	O25583
85962.HP1289	O25876
85962.HP1388	O25938
85962.HP0033	O24875
85962.HP0746	O25442
85962.HP1342	O34523
85962.HP0357	O25124
85962.HP0851	O25522
85962.HP1223	O25821
85962.HP1461	O25997
85962.HP1086	O25718
85962.HP1165	O25780
85962.HP1499	O26029
85962.HP0053	O24894
85962.HP0130	O24944
85962.HP0353	O25120
85962.HP0064	O24904
85962.HP0953	O25607
85962.HP0292	O25065
85962.HP0471	O25217
85962.HP0580	O25303
85962.HP0654	O25368
85962.HP0987	O25637
85962.HP1231	O25829
85962.HP0054	O24895
85962.HP0751	O25447
85962.HP0841	O25512
85962.HP0853	O25524
85962.HP0457	O25204
85962.HP0686	O25395
85962.HP0097	O24923
85962.HP0792	O25480
85962.HP0299	O25070
85962.HP1002	O25648
85962.HP1125	O25750
85962.HP0410	O25166
85962.HP1503	O26033
85962.HP0484	O25228
85962.HP0506	O25247
85962.HP0561	O25286
85962.HP1527	O26055
85962.HP0651	O25366
85962.HP1177	O25791
85962.HP0773	O25465
85962.HP0630	O25347
85962.HP0706	O25410
85962.HP0710	O25414
85962.HP0489	O25232
85962.HP0892	O25552
85962.HP1104	O25732
85962.HP1273	O25863
85962.HP1493	O26026
85962.HP0030	O24873
85962.HP0093	O24919
85962.HP0582	O25304
85962.HP0711	O25415
85962.HP0730	O25430
85962.HP0092	O24918
85962.HP0138	O24950
85962.HP1209	O25810
85962.HP1336	O25894
85962.HP1354	O25908
85962.HP1087	O25719
85962.HP1111	O25739
85962.HP1078	O25710
85962.HP1170	O25784
85962.HP0079	O24908
85962.HP0482	O25227
85962.HP1568	O26088
85962.HP0362	O25128
85962.HP0511	O25251
85962.HP0634	O25351
85962.HP1368	O25921
85962.HP0644	O25361
85962.HP1057	O25697
85962.HP1333	O25891
85962.HP1458	O25996
85962.HP0758	O25453
85962.HP0317	O25086
85962.HP1030	O25674
85962.HP0578	O25301
85962.HP0778	O25468
85962.HP1076	O25709
85962.HP0373	O25137
85962.HP0337	O25104
85962.HP0158	O24966
85962.HP0737	O25437
85962.HP0546	O25278
85962.HP0646	O25363
85962.HP1006	O25652
85962.HP1364	O25917
85962.HP0008	O24857
85962.HP0312	O25082
85962.HP1579	O26099
85962.HP0422	O25176
85962.HP0803	O25483
85962.HP0205	O24997
85962.HP0787	O25476
85962.HP1105	O25733
85962.HP1137	O25757
85962.HP1369m	O25922
85962.HP0152	O24963
85962.HP0172	O24977
85962.HP0790	O25479
85962.HP0833	O25504
85962.HP1489	O26022
85962.HP1181	O25793
85962.HP0607	O25328
85962.HP1465	O26001
85962.HP1398	O25948
85962.HP0234	O25020
85962.HP0384	O25146
85962.HP1285	O25872
85962.HP0478	O25223
85962.HP0100	O24926
85962.HP1251	O25844
85962.HP1224	O25822
85962.HP0302	O25073
85962.HP1206	O25807
85962.HP0179	O24981
85962.HP0257	O25038
85962.HP1115	O25741
85962.HP1163	O25778
85962.HP0839	O25510
85962.HP1454	O25993
85962.HP1397	O25947
85962.HP0672	O25383
85962.HP0873	O25541
85962.HP0666	O25377
85962.HP1230	O25828
85962.HP0543	O25276
85962.HP0764	O25459
85962.HP0818	O25496
85962.HP0272	O25050
85962.HP0148	O24959
85962.HP0586	O25308
85962.HP0231	O25017
85962.HP0469	O25215
85962.HP0914	O25572
85962.HP0413	O25169
85962.HP1081	O25713
85962.HP0575	O25299
85962.HP1265	O25855
85962.HP0894	O25554
85962.HP1116	O34410
85962.HP0298	O25069
85962.HP1171	O25785
85962.HP1099	O25729
85962.HP1530	O26058
85962.HP0602	O25323
85962.HP0637	O25354
85962.HP0826	O25500
85962.HP1416	O25962
85962.HP1358	O25912
85962.HP0440	O25188
85962.HP1553	O26077
85962.HP0599	O25321
85962.HP0244	O25026
85962.HP1324	O25882
85962.HP0150	O24961
85962.HP1264	O25854
85962.HP1403	O25953
85962.HP0318	O25087
85962.HP0505	O25246
85962.HP0917	O25575
85962.HP1539	O26064
85962.HP0061	O24901
85962.HP0350	O25117
85962.HP0397	O25158
85962.HP0474	O25220
85962.HP1182	O25794
85962.HP1463	O25999
85962.HP0657	O25371
85962.HP0809	O25489
85962.HP1577	O26097
85962.HP0554	O25280
85962.HP1395	O25945
85962.HP0170	O24976
85962.HP0898	O25558
85962.HP1271	O25861
85962.HP1113	O25740
85962.HP1286	O25873
85962.HP0356	O25123
85962.HP0861	O25532
85962.HP0063	O24903
85962.HP0406	O25162
85962.HP0984	O25634
85962.HP0676	O25387
85962.HP0913	O25571
85962.HP0120	O24939
85962.HP0393	O25154
85962.HP0708	O25412
85962.HP0812	O25492
85962.HP0642	G5EB01
85962.HP0277	O25054
85962.HP1025	O25669
85962.HP1066	O25706
85962.HP1464	O26000
85962.HP0226	O25013
85962.HP0375	O25139
85962.HP0905	O25563
85962.HP0019	O24864
85962.HP0418	O25172
85962.HP0470	O25216
85962.HP1424	O25967
85962.HP0859	O25530
85962.HP0950	O25604
85962.HP1511	O26041
85962.HP0311	O25081
85962.HP0492	O25234
85962.HP0907	O25565
85962.HP1252	O25845
85962.HP0931	O25585
85962.HP1372	O25924
85962.HP0241	O25024
85962.HP1254	O25846
85962.HP0980	O25630
85962.HP0946	O25600
85962.HP1391	O25941
85962.HP1435	O25976
85962.HP0087	O24914
85962.HP0309	O25079
85962.HP1029	O25673
85962.HP1287	O25874
85962.HP1534	O34945
85962.HP1351	O25906
85962.HP0379	O25142
85962.HP0049	O24890
85962.HP0263	O25043
85962.HP0338	O25105
85962.HP1453	O25992
85962.HP0425	O25177
85962.HP0624	O25341
85962.HP1014	O25658
85962.HP1498	O26028
85962.HP0217	O25005
85962.HP0291	O25064
85962.HP0082	O24911
85962.HP0289	O25063
85962.HP0295	O25068
85962.HP0391	O25152
85962.HP0475	O25221
85962.HP0394	O25155
85962.HP0481	O25226
85962.HP0055	O24896
85962.HP0513	O25252
85962.HP0820	O25498
85962.HP0456	O25203
85962.HP1542	O26067
85962.HP0273	O25051
85962.HP0518	O25255
85962.HP1565	O26085
85962.HP1573	O26093
85962.HP1412	O34995
85962.HP0045	O24886
85962.HP0222	O25010
85962.HP1207	O25808
85962.HP0805	O25485
85962.HP1022	O25666
85962.HP1483	O26017
85962.HP0204	O24996
85962.HP0584	O25306
85962.HP1108	O25736
85962.HP0490	O25233
85962.HP0095	O24921
85962.HP1290	O25877
85962.HP1492	O26025
85962.HP1569	O26089
85962.HP0525	G5EB02
85962.HP1566	O26086
85962.HP0766	O25461
85962.HP0367	O25131
85962.HP0542	O25275
85962.HP1220	O25819
85962.HP0164	O24971
85962.HP0813	O25493
85962.HP0059	O24899
85962.HP0091	O24917
85962.HP1043	O25684
85962.HP1021	O25665
85962.HP0895	O25555
85962.HP0096	O24922
85962.HP0453	O25200
85962.HP0568	O25292
85962.HP0248	O25030
85962.HP0539	O25272
85962.HP0716	O25418
85962.HP1088	O25720
85962.HP0293	O25066
85962.HP0899	O25559
85962.HP1485	O26019
85962.HP1502	O26032
85962.HP1150	O25768
85962.HP1408	O34540
85962.HP1544	O26069
85962.HP0963	O25616
85962.HP0935	O25589
85962.HP0613	O25334
85962.HP0015	O24860
85962.HP0080	O24909
85962.HP0571	O25295
85962.HP0690	O25399
85962.HP0199	O24992
85962.HP1091	O25723
85962.HP0781	O25470
85962.HP0731	O25431
85962.HP0119	O24938
85962.HP0699	O25406
85962.HP0057	O24898
85962.HP0242	O25025
85962.HP1371	O25923
85962.HP0392	O25153
85962.HP0756	O25451
85962.HP0316	O25085
85962.HP0635	O25352
85962.HP0849	O25520
85962.HP0131	O24945
85962.HP0553	O25279
85962.HP0942	O25596
85962.HP0144	O24955
85962.HP0958	O25612
85962.HP0383	O25145
85962.HP1326	O25884
85962.HP0735	O25435
85962.HP0983	O25633
85962.HP1479	O26014
85962.HP1258	O25848
85962.HP0345	O25112
85962.HP1275	O25865
85962.HP1023	O25667
85962.HP1026	O25670
85962.HP0681	O25391
85962.HP0139	O24951
85962.HP0901	O25561
85962.HP0504	O25245
85962.HP0563	O25287
85962.HP1574	O26094
85962.HP1365	O25918
85962.HP0134	O24947
85962.HP1184	O25796
85962.HP0977	O25628
85962.HP0647	O25364
85962.HP1172	O25786
85962.HP0530	O25265
85962.HP1504	O26034
85962.HP0038	O24879
85962.HP0166	O24973
85962.HP0323	O25090
85962.HP0381	O25143
85962.HP0587	O25309
85962.HP1175	O25789
85962.HP0398	O25159
85962.HP0462	O25209
85962.HP0168	O24975
85962.HP0206	O24998
85962.HP1528	O26056
85962.HP1360	O25914
85962.HP1283	O25870
85962.HP0638	O25355
85962.HP1110	O25738
85962.HP0017	O24862
85962.HP1396	O25946
85962.HP0957	O25611
85962.HP1074	O25707
85962.HP0923	O25580
85962.HP1521	O26050
85962.HP0408	O25164
85962.HP1089	O25721
85962.HP1501	O26031
85962.HP0528	O25263
85962.HP0788	O25477
85962.HP0464	O25211
85962.HP1217	O25816
85962.HP0507	O25248
85962.HP0819	O25497
85962.HP1156	O25771
85962.HP1167	O25782
85962.HP0473	O25219
85962.HP1272	O25862
85962.HP0420	O25174
85962.HP1581	O26101
85962.HP0846	O25517
85962.HP0229	O25015
85962.HP0062	O24902
85962.HP0762	O25457
85962.HP0675	O25386
85962.HP0827	O25501
85962.HP0541	O25274
85962.HP0709	O25413
85962.HP0660	O25374
85962.HP1082	O25714
85962.HP1518	O26047
85962.HP0284	O25059
85962.HP0522	O25258
85962.HP1085	O25717
85962.HP0906	O25564
85962.HP0014	O24859
85962.HP0185	O24985
85962.HP0099	O24925
85962.HP0878	O25545
85962.HP0605	O25326
85962.HP0405	O25161
85962.HP1440	O25981
85962.HP0118	O24937
85962.HP0670	O25381
85962.HP0695	O25402
85962.HP0759	O25454
85962.HP1346	O25902
85962.HP0261	O25041
85962.HP1469	O26005
85962.HP0748	O25444
85962.HP0479	O25224
85962.HP1106	O25734
85962.HP0155	O24964
85962.HP1525	O26053
85962.HP0278	O25055
85962.HP0918	O25576
85962.HP1410	O25958
85962.HP0696	O25403
85962.HP0574	O25298
85962.HP0652	O25367
85962.HP0677	O25388
85962.HP1024	O25668
85962.HP1392	O25942
85962.HP0024	O24869
85962.HP0591	O25313
85962.HP1183	O25795
85962.HP1516	O26045
85962.HP0137	O24949
85962.HP0915	O25573
85962.HP0565	O25289
85962.HP0909	O25567
85962.HP1143	O25762
85962.HP1457	O25995
85962.HP1124	O25749
85962.HP0301	O25072
85962.HP0348	O25115
85962.HP1109	O25737
85962.HP0313	O25083
85962.HP0872	O25540
85962.HP0279	O25056
85962.HP0043	O24884
85962.HP0465	O25212
85962.HP1001	O25647
85962.HP0993	O25641
85962.HP1250	O25843
85962.HP0060	O24900
85962.HP0940	O25594
85962.HP1140	O25760
85962.HP0187	O24987
85962.HP0442	O25190
85962.HP0606	O25327
85962.HP1120	O25745
85962.HP1439	O25980
85962.HP0852	O25523
85962.HP0113	O24935
85962.HP0527	O25262
85962.HP1266	O25856
85962.HP0693	O25400
85962.HP1578	O26098
85962.HP0304	O25075
85962.HP0340	O25107
85962.HP0526	O25261
85962.HP0443	O25191
85962.HP1349	O25904
85962.HP1436	O25977
85962.HP0439	O25187
85962.HP1242	O25839
85962.HP1343	O25900
85962.HP0025	O24870
85962.HP0754	O25449
85962.HP0881	O25548
85962.HP1472	O26007
85962.HP0740	O25439
85962.HP1012	O25656
85962.HP0458	O25205
85962.HP0184	O24984
85962.HP0149	O24960
85962.HP0629	O25346
85962.HP0912	O25570
85962.HP0378	O25141
85962.HP1208	O25809
85962.HP0590	O25312
85962.HP0036	O24877
85962.HP0685	O25394
85962.HP0264	K4NDT2
85962.HP0831	K4NFB9
85962.HP1058	K4NFH6
85962.HP1160	K4NGA6
85962.HP0639	K4NRI4
85962.HP1027	K4NSK0
85962.HP0012	K4NA81
85962.HP0559	K4NC12
85962.HP0941	K4ND25
85962.HP0167	K4ND27
85962.HP1218	K4NDR9
85962.HP0663	K4NRK1
85962.HP0255	K4NB80
85962.HP0986	K4NFC7
85962.HP0112	K4NAF4
85962.HP1355	K4NE51
85962.HP0949	K4NFS0
85962.HP0500	K4NBW6
85962.HP1319	K4NDP3
85962.HP1240	K4NDT5
85962.HP0702	K4NCC1
85962.HP0650	K4NEB9
85962.HP0850	K4NEW6
85962.HP0691	K4NCB4
85962.HP0018	K4ND56
85962.HP1016	K4ND90
85962.HP0447	K4NDV9
85962.HP1318	K4NG90
85962.HP0743	K4NC33
85962.HP0196	K4ND57
85962.HP1382	K4NDV2
85962.HP1313	K4NG85
85962.HP0072	K4NCV6
85962.HP1490	K4NE89
85962.HP1350	K4NGT2
85962.HP0910	K4NCG5
85962.HP0186	K4ND45
85962.HP1166	K4NDM1
85962.HP1155	K4NGA0
85962.HP0363	K4NBG5
85962.HP1429	K4NE33
85962.HP1133	K4NFN9
85962.HP0389	K4NQV3
85962.HP1356	K4NTF3
85962.HP1385	K4NTI3
85962.HP1034	K4NCV5
85962.HP1363	K4NDT4
85962.HP1197	K4NGE2
85962.HP1017	K4NSJ1
85962.HP0156	K4NAI7
85962.HP0123	K4NDF1
85962.HP1513	K4NEA6
85962.HP1262	K4NT58
85962.HP0845	K4NEV8
85962.HP1035	K4NFY9
85962.HP1462	K4NH79
85962.HP0183	K4NDK6
85962.HP1340	K4NGS5
85962.HP1533	K4NTY3
85962.HP0897	O25557
85962.HP0585	O25307
85962.HP0142	O24954
85962.HP0608	O25329
85962.HP0702	O25407
85962.HP0450	O25198
85962.HP0339	O25106
85962.HP1322	O25881
85962.HP0449	O25197
85962.HP0910	O25568
85962.HP0370	O25134
85962.HP0600	K4NE78
85962.HP0534	K4NBZ2
85962.HP0070	K4NDA3
85962.HP1245	K4NDG3
85962.HP0342	K4NDK0
85962.HP0349	K4NDK5
85962.HP0701	K4NF18
85962.HP1013	K4NFE4
85962.HP1582	K4NH22
85962.HP1332	K4NTC9
85962.HP0656	O25370
85962.HP0283	K4NAW6
85962.HP0319	K4NBD3
85962.HP0785	K4NEP3
85962.HP1541	K4NES3
85962.HP0175	K4NQ78
85962.HP0200	K4NQ99
85962.HP0223	K4ND86
85962.HP0862	K4NFE6
85962.HP0794	K4NRV8
85962.HP0581	K4NRD9
85962.HP0327	K4NB12
85962.HP1141	K4NDJ9
85962.HP1406	K4NDX7
85962.HP0924	K4NF50
85962.HP0306	K4NQL4
85962.HP1462	O25998
85962.HP0562	K4NE44
85962.HP0705	K4NEG0
85962.HP1532	K4NER3
85962.HP0115	K4NQ28
85962.HP0986	O25636
85962.HP1383	K4NGW6
85962.HP0029	K4ND65
85962.HP0354	K4NDL1
85962.HP0515	K4NEK2
85962.HP0620	K4NE95
85962.HP1314	K4NDN5
85962.HP0815	K4NES7
85962.HP1221	K4NFX1
85962.HP1201	K4NGE8
85962.HP1529	K4NGX4
85962.HP1572	K4NH14
85962.HP0213	K4NQB2
85962.HP0496	K4NR73
85962.HP1557	K4NH00
85962.HP0725	K4NCD9
85962.HP0888	K4NCU1
85962.HP1098	K4NSR3
85962.HP0985	O25635
85962.HP0191	K4ND50
85962.HP0154	K4NQ60
85962.HP0374	K4NQT8
85962.HP0736	K4NCE7
85962.HP0682	K4NRL4
85962.HP1100	K4ND09
85962.HP0487	K4NDY8
85962.HP0738	K4NEJ2
85962.HP1491	K4NEM8
85962.HP1214	K4NFW7
85962.HP0075	K4NAT1
85962.HP0315	K4NBD0
85962.HP0146	K4ND11
85962.HP0321	K4NDI1
85962.HP0390	K4NDP6
85962.HP0628	K4NEV7
85962.HP1249	K4NG05
85962.HP0028	K4NA94
85962.HP0843	K4NCP3
85962.HP1441	K4NE46
85962.HP1494	K4NE93
85962.HP0800	K4NER1
85962.HP1038	K4NFF9
85962.HP1114	K4NFM4
85962.HP1381	O25932
85962.HP0419	K4NBD2
85962.HP1054	K4NCX3
85962.HP1373	K4NDU3
85962.HP0900	K4NF22
85962.HP1042	K4NSL2
85962.HP0592	O25314
85962.HP1064	O25704
85962.HP1107	O25735
85962.HP0404	K4NDR2
85962.HP1019	K4NFE8
85962.HP0211	K4NDN4
85962.HP1101	K4NG51
85962.HP1376	K4NTH3
85962.HP0734	K4NC23
85962.HP0402	K4NE67
85962.HP1394	K4NTJ4
85962.HP0723	K4NC16
85962.HP0728	K4NC18
85962.HP0837	K4NFC5
85962.HP1380	K4NTH8
85962.HP0189	K4NB23
85962.HP0821	K4NC89
85962.HP0761	K4NCG7
85962.HP0108	K4NDD8
85962.HP0088	K4NAD8
85962.HP0499	K4NEJ0
85962.HP0570	K4NC21
85962.HP1321	K4NE17
85962.HP1185	K4NFU0
85962.HP1203a	K4NFV9
85962.HP1282	K4NT79
85962.HP1131	K4NDI9
85962.HP0795	K4NEQ5
85962.HP1386	K4NGH0
85962.HP1475	K4NGT3
85962.HP0495	K4NBW3
85962.HP0009	K4NAM8
85962.HP0347	K4NBF2
85962.HP1154	K4ND63
85962.HP1063	K4NFH9
85962.HP1307	K4NTA5
85962.HP1474	K4NTT7
85962.HP1311	K4NE05
85962.HP0136	K4NQ42
85962.HP0680	K4NF01
85962.HP1430	K4NH45
85962.HP1347	K4NTE2
85962.HP0641	K4NBV3
85962.HP0745	K4NF52
85962.HP0649	K4NRJ1
85962.HP0854	K4NS22
85962.HP0388	K4NBJ3
85962.HP1484	K4NGT7
85962.HP1433	K4NH50
85962.HP0891	K4NCE8
85962.HP1309	K4NDN0
85962.HP0328	K4NDZ0
85962.HP1509	K4NEA2
85962.HP0779	K4NEN7
85962.HP0927	K4ND00
85962.HP0919	K4NF43
85962.HP0943	K4NF95
85962.HP0969	K4NFB4
85962.HP0031	K4NPW0
85962.HP0035	K4NAP9
85962.HP0512	K4NBX3
85962.HP0259	K4NDS9
85962.HP0685	K4NCA9
85962.HP0178	K4NDK1
85962.HP0601	K4NET4
85962.HP0433	K4NR26
85962.HP0111	K4NCY5
85962.HP0797	K4NF92
85962.HP0921	K4NFK9
85962.HP0576	K4NRD4
85962.HP0376	K4NB57
85962.HP1136	K4NDJ4
85962.HP1496	K4NEN2
85962.HP1045	K4NFZ9
85962.HP1056	K4NDC4
85962.HP1279	K4NDJ8
85962.HP0428	O25178
85962.HP0858	K4NCR1
85962.HP1253	K4NT50
85962.HP0514	K4NBK7
85962.HP0274	K4NDT8
85962.HP0588	K4NER9
85962.HP1428	K4NGP3
85962.HP1523	K4NTX6
85962.HP1214	O25813
85962.HP0197	K4NAM1
85962.HP0959	K4NFS9
85962.HP1193	K4NSZ6
85962.HP0683	K4NEE0
85962.HP1480	K4NE81
85962.HP0494	K4NEI4
85962.HP0733	K4NEI7
85962.HP1189	K4NFU4
85962.HP1280	K4NGL9
85962.HP1369m	K4NGU9
85962.HP1132	K4NSU4
85962.HP0069	K4NAC5
85962.HP1288	K4NG53
85962.HP1418	K4NH03
85962.HP0550	K4NRB5
85962.HP1497	K4NTV7
85962.HP1455	O25994
85962.HP1117	K4NDH6
85962.HP0840	K4NEV4
85962.HP0032	K4NCS4
85962.HP0999	K4NCS5
85962.HP0648	K4NC82
85962.HP0903m	K4NCV3
85962.HP1048	K4NFG7
85962.HP1246	K4NGI9
85962.HP0270	K4NB95
85962.HP1419	K4NEE1
85962.HP0707	K4NF23
85962.HP1470	K4NGT0
85962.HP0109	K4NAW0
85962.HP0332	K4NB17
85962.HP0355	K4NB36
85962.HP0621	K4NBT6
85962.HP1134	K4ND42
85962.HP1102	K4NDG2
85962.HP1400	K4NDX1
85962.HP1310	K4NGP6
85962.HP1556	K4NU05
85962.HP0198	K4NDM0
85962.HP0625	K4NEA0
85962.HP0135	K4NAY1
85962.HP0532	K4NEM0
85962.HP1015	K4NFX2
85962.HP0266	K4NQG5
85962.HP0447	O25195
85962.HP0182	K4NAK6
85962.HP0339	K4NE01
85962.HP0415	K4NE86
85962.HP0742	K4NEJ7
85962.HP0618	K4NEU6
85962.HP1138	K4NFP4
85962.HP1361	K4NTF7
85962.HP0604	K4NE83
85962.HP1126	K4NSU0
85962.HP0611	K4NE88
85962.HP1202	K4NDQ7
85962.HP0825	K4NET8
85962.HP0214	O25003
85962.HP0369	K4NBH5
85962.HP0330	K4NQP3
85962.HP0971	O25624
85962.HP0780	O25469
85962.HP0342	O25109
85962.HP1142	O25761
85962.HP0282	O25058
85962.HP0228	K4ND91
85962.HP0193	K4NDL5
85962.HP1384	K4NE87
85962.HP0975	K4NFB5
85962.HP0230	K4NDQ0
85962.HP0153	K4NAZ7
85962.HP0996	O25644
85962.HP0592	K4NBR2
85962.HP1267	K4NT64
85962.HP1384	O25935
85962.HP0555	O25281
85962.HP1226	O25824
85962.HP0979	K4NFC0
85962.HP1049	K4NCW8
85962.HP1234	K4NDT1
85962.HP0212	K4NB43
85962.HP1144	K4ND53
85962.HP1010	K4NFW8
85962.HP1256	K4NGJ7
85962.HP0180	K4NQ83
85962.HP0697	K4NRM8
85962.HP1459	K4NTS8
85962.HP1576	K4NU21
85962.HP0254	K4NDS5
85962.HP0786	K4NC64
85962.HP0132	K4NCZ9
85962.HP1139	K4ND46
85962.HP1061	K4NDC7
85962.HP1257	K4NDU9
85962.HP0865	K4NEY2
85962.HP0962	K4NFB0
85962.HP0074	K4NDA5
85962.HP0636	K4NBU9
85962.HP1196	K4NDA9
85962.HP1179	K4NDN3
85962.HP0974	K4NSF5
85962.HP0567	K4NE48
85962.HP0752	K4NRS2
85962.HP1450	K4NGR7
85962.HP0956	K4NSE2
85962.HP1400	O25950
85962.HP0973	O25625
85962.HP1452	K4NH71
85962.HP1588	K4NHJ3
85962.HP1129	K4ND37
85962.HP0501	K4NR77
85962.HP0879	K4NS51
85962.HP1402	O25952
85962.HP0955	K4ND38
85962.HP1011	K4ND85
85962.HP0258	K4NAT9
85962.HP0215	K4NDN8
85962.HP0052	K4NPX5
85962.HP1348	K4NGC6
85962.HP0615	K4NRG7
85962.HP1020	K4NCU4
85962.HP0176	K4ND36
85962.HP1051	K4NDC1
85962.HP0387	K4NE49
85962.HP0722	K4NEH5
85962.HP1067	K4NSN5
85962.HP1431	K4NEG4
85962.HP1075	K4NG29
85962.HP1443	K4NEI0
85962.HP0237	K4NQD3
85962.HP0005	K4NCQ4
85962.HP1268	K4NG27
85962.HP1471	K4NE72
85962.HP1571	K4NU16
85962.HP0617	K4NBT2
85962.HP0010	K4NPU3
85962.HP0251	O25033
85962.HP0493	K4NBJ1
85962.HP0532	K4NBM3
85962.HP1353	K4NDS6
85962.HP1178	K4NGC3
85962.HP1225	K4NT22
85962.HP0409	K4NB97
85962.HP0614	K4NC56
85962.HP0360	K4NDL7
85962.HP1308	K4NG78
85962.HP0210	K4NAN8
85962.HP1339	K4NDR3
85962.HP1301	K4NDZ4
85962.HP0829	K4NEU4
85962.HP1174	K4NGC0
85962.HP1152	K4NSV9
85962.HP1344	K4NDR8
85962.HP1161	K4NDL6
85962.HP1413	K4NEB4
85962.HP0883	K4NS56
85962.HP1069	K4NCY6
85962.HP1216	K4NDD1
85962.HP1476	K4NE77
85962.HP0661	K4NEY9
85962.HP1130	K4NG77
85962.HP0297	K4NDF6
85962.HP1448	K4NEI6
85962.HP1361	O25915
85962.HP0976	K4NFU1
85962.HP0933	K4NSC5
85962.HP0964	O25617
85962.HP1117	O25742
85962.HP0962	O25615
85962.HP1053	K4NFH2
85962.HP0687	K4NEE5
85962.HP0679	K4NBY1
85962.HP1377	K4NGF9
85962.HP1350	O25905
85962.HP1379	K4NE82
85962.HP0828	K4NRZ4
85962.HP1478	K4NTU2
85962.HP0006	K4NA78
85962.HP0066	K4NAS3
85962.HP1158	K4NFR2
85962.HP0700	K4NBZ8
85962.HP0396	K4NB79
85962.HP0285	K4NBA7
85962.HP0552	K4NBN6
85962.HP0346	K4NE04
85962.HP1330	K4NGR5
85962.HP1442	K4NH60
85962.HP1322	K4NTC0
85962.HP0549	K4NC03
85962.HP0114	K4NAW4
85962.HP0068	K4NCV1
85962.HP1059	K4NCX7
85962.HP1293	K4NG58
85962.HP1305	K4NGP0
85962.HP1072	K4NSN9
85962.HP0333	O25100
85962.HP0324	K4NBD6
85962.HP0026	K4NPV5
85962.HP0641	O25358
85962.HP1094	K4NFK5
85962.HP0684	K4NF06
85962.HP0042	K4NAQ2
85962.HP0380	K4NDN6
85962.HP1551	K4NET1
85962.HP0830	K4NC98
85962.HP0169	K4NDJ2
85962.HP0294	K4NDV5
85962.HP1296	K4NDZ1
85962.HP1195	K4NFU9
85962.HP1580	O26100
85962.HP0656	K4NBW7
85962.HP0566	K4NRC8
85962.HP0961	K4NSE6
85962.HP0564	K4NEP7
85962.HP0870	K4NEY8
85962.HP1238	K4NGI1
85962.HP0181	O24983
85962.HP0885	K4NCE5
85962.HP0877	K4NFG0
85962.HP0203	K4NDM3
85962.HP1468	K4NEK4
85962.HP0547	K4NEN4
85962.HP1148	K4NFQ1
85962.HP0333	K4NDZ7
85962.HP1549	K4NED1
85962.HP1084	K4NCZ7
85962.HP0269	K4NDT6
85962.HP1556	K4NET6
85962.HP1415	K4NGK5
85962.HP0174	O24979
85962.HP0793	K4NCJ1
85962.HP0662	K4NC93
